0,0.137,8.756253
1,0.163,6.6784234
2,0.183,5.715745
3,0.221,4.9463034
4,0.261,4.6093836
5,0.27,4.436317
6,0.33,4.094242
7,0.387,3.6365244
8,0.449,2.9386196
9,0.476,2.7743297
10,0.513,2.3375607
11,0.577,1.9593928
12,0.59,1.9151654
13,0.625,1.6276541
14,0.628,1.5939567
15,0.651,1.5942959
16,0.669,1.4013261
17,0.692,1.3198264
18,0.691,1.3587064
19,0.692,1.4095862
20,0.718,1.2837378
21,0.715,1.3086101
22,0.732,1.1957619
23,0.744,1.060971
24,0.785,1.0091996
25,0.775,0.8797528
26,0.797,0.8668044
27,0.767,1.0243227
28,0.786,0.9412764
29,0.786,0.9600752
30,0.826,0.7913268
31,0.813,0.740334
32,0.806,0.8763098
33,0.797,0.92900205
34,0.811,0.82883525
35,0.824,0.8178578
36,0.812,0.80752796
37,0.815,0.8628645
38,0.807,0.9011104
39,0.829,0.71515405
40,0.837,0.7202772
41,0.833,0.7694489
42,0.822,0.71059763
43,0.836,0.7531589
44,0.831,0.7576852
45,0.825,0.7121669
46,0.832,0.70539504
47,0.819,0.7522293
48,0.859,0.66086525
49,0.887,0.5091631
50,0.826,0.7222135
51,0.861,0.5905551
52,0.839,0.67971337
53,0.852,0.6538351
54,0.834,0.7019702
55,0.834,0.7510476
56,0.857,0.5816493
57,0.87,0.5583898
58,0.877,0.52951103
59,0.849,0.67508936
60,0.849,0.64258
61,0.875,0.48104745
62,0.867,0.45604149
63,0.857,0.59018046
64,0.862,0.6011311
65,0.864,0.56810945
66,0.875,0.5408301
67,0.856,0.54768294
68,0.862,0.55063874
69,0.876,0.48008788
70,0.864,0.5417494
71,0.874,0.46478683
72,0.863,0.6155878
73,0.89,0.43999553
74,0.88,0.50192213
75,0.888,0.5026081
76,0.865,0.5199612
77,0.86,0.49803364
78,0.862,0.5348108
79,0.906,0.35479173
80,0.867,0.5190669
81,0.866,0.5744183
82,0.871,0.5492084
83,0.851,0.5640005
84,0.898,0.40050635
85,0.874,0.5628412
86,0.871,0.441652
87,0.876,0.48699492
88,0.851,0.55812645
89,0.865,0.48771638
90,0.854,0.54458815
91,0.866,0.46124852
92,0.892,0.470406
93,0.887,0.39585668
94,0.897,0.45374602
95,0.899,0.39219803
96,0.887,0.4289368
97,0.89,0.42103955
98,0.889,0.41172564
99,0.881,0.5248391
100,0.881,0.4826936
101,0.904,0.37680638
102,0.886,0.42997587
103,0.895,0.43348333
104,0.895,0.3976122
105,0.889,0.41940632
106,0.895,0.39307666
107,0.899,0.41986728
108,0.889,0.4277142
109,0.894,0.463465
110,0.901,0.43480623
111,0.896,0.3955417
112,0.909,0.39241517
113,0.913,0.34146613
114,0.906,0.34760487
115,0.897,0.41844323
116,0.898,0.39007345
117,0.896,0.36145133
118,0.898,0.42359063
119,0.893,0.44742975
120,0.896,0.43436906
121,0.903,0.3358152
122,0.889,0.42518768
123,0.888,0.42036328
124,0.885,0.47118643
125,0.898,0.36279228
126,0.922,0.29970947
127,0.903,0.34517115
128,0.9,0.39238292
129,0.905,0.3675179
130,0.896,0.37921283
131,0.895,0.40024322
132,0.895,0.37784785
