0,0.16,30.915884
1,0.15,31.270178
2,0.09,23.726355
3,0.03,26.192123
4,0.14,25.196487
5,0.09,23.578474
6,0.06,23.51158
7,0.08,19.060616
8,0.12,18.720213
9,0.11,17.590635
10,0.08,22.238531
11,0.1,16.23286
12,0.12,19.114883
13,0.15,15.764731
14,0.1,15.375864
15,0.09,12.928875
16,0.12,10.901895
17,0.09,12.51194
18,0.13,9.7236395
19,0.12,10.942367
20,0.05,9.649247
21,0.1,8.803531
22,0.11,8.415585
23,0.06,8.560284
24,0.12,9.274135
25,0.1,8.002759
26,0.09,8.276431
27,0.08,7.4452205
28,0.07,8.292379
29,0.08,7.2785234
30,0.09,7.5162663
31,0.09,6.319259
32,0.13,5.9171386
33,0.08,6.298682
34,0.18,5.5830336
35,0.12,6.6975555
36,0.16,5.6855297
37,0.09,6.2125883
38,0.11,5.8690267
39,0.08,5.3976336
40,0.12,4.923686
41,0.1,5.6699734
42,0.13,5.2808228
43,0.07,5.4061255
44,0.11,4.8331404
45,0.09,5.465084
46,0.11,4.248534
47,0.11,4.655752
48,0.12,4.358155
49,0.1,4.6204205
50,0.07,4.8030443
51,0.13,4.5400596
52,0.08,4.8211026
53,0.09,4.496695
54,0.16,4.4661446
55,0.04,5.0100923
56,0.17,3.8254309
57,0.1,4.352721
58,0.08,4.381272
59,0.09,4.2570906
60,0.07,3.5536077
61,0.06,4.365774
62,0.06,4.613937
63,0.05,4.049459
64,0.14,3.8229172
65,0.11,4.3067236
66,0.08,4.1184416
67,0.04,4.489946
68,0.13,4.125479
69,0.14,3.7808275
70,0.09,3.7372024
71,0.09,4.2260003
72,0.08,4.055577
73,0.15,3.7598712
74,0.09,3.6854181
75,0.14,3.6525717
76,0.16,3.657497
77,0.1,3.7853937
78,0.07,3.8706503
79,0.08,3.9076428
80,0.11,3.6096663
81,0.04,3.7731829
82,0.06,3.9554331
83,0.11,3.4728553
84,0.13,3.6519144
85,0.1,3.4537008
86,0.16,3.2881026
87,0.14,3.54475
88,0.11,3.4578767
89,0.11,3.687051
90,0.07,3.7136242
91,0.14,3.2263346
92,0.07,3.774594
93,0.07,3.6991055
94,0.09,3.5852957
95,0.12,3.238436
96,0.15,3.3279748
97,0.07,3.4592743
98,0.13,3.4061065
99,0.11,3.0224133
100,0.1,3.230762
101,0.06,3.4901114
102,0.12,3.1318479
103,0.07,3.467333
104,0.08,3.4930313
105,0.12,3.5498214
106,0.1,3.4399078
107,0.13,3.4948647
108,0.12,3.2654335
109,0.05,3.5917153
110,0.1,3.1501963
111,0.13,3.0693328
112,0.13,3.2071314
113,0.18,3.01026
114,0.11,3.2130442
115,0.11,3.0150437
116,0.06,3.2700217
117,0.07,3.1809342
118,0.1,2.8669846
119,0.15,2.8253372
120,0.12,3.2806582
121,0.12,3.1370077
122,0.09,2.9673955
123,0.16,2.633792
124,0.08,2.8931983
125,0.05,3.074171
126,0.08,3.1864429
127,0.13,2.9006116
128,0.21,2.5814831
129,0.09,3.3132772
130,0.08,3.1173444
131,0.12,3.009471
132,0.15,2.6025813
133,0.16,2.6851983
134,0.15,2.940556
135,0.06,3.2496285
136,0.13,2.9213333
137,0.12,2.763848
138,0.11,2.856507
139,0.13,2.705303
140,0.12,2.9661264
141,0.1,2.7886918
142,0.11,2.758752
143,0.16,2.453031
144,0.11,2.6836143
145,0.09,2.834007
146,0.1,2.7279594
147,0.03,3.0038733
148,0.12,2.8154876
149,0.08,2.8970983
150,0.1,2.8564608
151,0.13,2.7804883
152,0.2,2.5192552
153,0.08,2.7733176
154,0.09,2.9198098
155,0.06,2.8403769
156,0.06,2.7749598
157,0.07,2.671939
158,0.16,2.6276288
159,0.07,2.9527087
160,0.07,2.8330877
161,0.05,2.6833925
162,0.08,2.650841
163,0.13,2.506198
164,0.11,2.5864072
165,0.1,2.6173654
166,0.2,2.368378
167,0.07,2.4689956
168,0.16,2.5780268
169,0.19,2.5289648
170,0.12,2.7319252
171,0.11,2.7373476
172,0.13,2.5890837
173,0.11,2.6317415
174,0.08,2.6327164
175,0.13,2.6316729
176,0.13,2.535953
177,0.06,2.717662
178,0.15,2.6186588
179,0.1,2.6092725
180,0.09,2.4561675
181,0.13,2.5636408
182,0.19,2.4841642
183,0.12,2.710171
184,0.11,2.5946631
185,0.13,2.4920406
186,0.09,2.689765
187,0.08,2.5740016
188,0.16,2.5778918
189,0.18,2.5873816
190,0.18,2.4911635
191,0.1,2.4804604
192,0.2,2.5200355
193,0.11,2.607506
194,0.17,2.6121783
195,0.14,2.5460348
196,0.15,2.4994054
197,0.11,2.6096041
198,0.13,2.5845695
199,0.1,2.5341518
200,0.1,2.4979599
201,0.13,2.6100097
202,0.14,2.592574
203,0.09,2.4940984
204,0.17,2.4639182
205,0.11,2.5115542
206,0.12,2.453988
207,0.11,2.5030718
208,0.09,2.575458
209,0.09,2.6761875
210,0.13,2.6316888
211,0.13,2.4952419
212,0.11,2.4392695
213,0.13,2.6148705
214,0.15,2.4528391
215,0.13,2.4714396
216,0.1,2.5798843
217,0.13,2.6278794
218,0.12,2.6045585
219,0.12,2.5970392
220,0.14,2.5117598
221,0.08,2.624252
222,0.16,2.556151
223,0.13,2.5553443
224,0.09,2.6683865
225,0.12,2.5369012
226,0.19,2.5365446
227,0.1,2.5573447
228,0.14,2.5426438
229,0.16,2.4850194
230,0.1,2.5541239
231,0.11,2.4328928
232,0.15,2.4731221
233,0.17,2.2687626
234,0.16,2.3728395
235,0.12,2.5447533
236,0.19,2.445196
237,0.16,2.4321032
238,0.11,2.4624755
239,0.09,2.4497445
240,0.21,2.3872564
241,0.14,2.3855631
242,0.17,2.3655627
243,0.17,2.5178885
244,0.15,2.4838314
245,0.16,2.4679246
246,0.17,2.5148957
247,0.14,2.584668
248,0.13,2.4910145
249,0.15,2.3847206
250,0.15,2.337432
251,0.12,2.458665
252,0.15,2.3950317
253,0.13,2.4484308
254,0.19,2.5507243
255,0.19,2.383313
256,0.15,2.3319683
257,0.16,2.369049
258,0.12,2.5676606
259,0.17,2.313059
260,0.16,2.3845975
261,0.16,2.2819538
262,0.13,2.6206686
263,0.17,2.4621608
264,0.16,2.27733
265,0.09,2.5831153
266,0.23,2.2885237
267,0.17,2.407906
268,0.12,2.5520627
269,0.16,2.4785714
270,0.14,2.3458586
271,0.2,2.295121
272,0.13,2.4899645
273,0.2,2.3120427
274,0.18,2.3779829
275,0.12,2.4211602
276,0.14,2.4269538
277,0.19,2.4360845
278,0.18,2.2754138
279,0.09,2.5146184
280,0.15,2.4040391
281,0.23,2.2236586
282,0.16,2.4011981
283,0.14,2.4234931
284,0.17,2.4592638
285,0.1,2.4164932
286,0.2,2.3920887
287,0.18,2.4555542
288,0.16,2.350559
289,0.12,2.414985
290,0.15,2.4907699
291,0.19,2.3181837
292,0.18,2.3552554
293,0.21,2.2960958
294,0.18,2.3369787
295,0.13,2.4241786
296,0.22,2.203154
297,0.15,2.3979554
298,0.2,2.306713
299,0.11,2.36985
300,0.14,2.4965298
301,0.09,2.4452562
302,0.15,2.433345
303,0.17,2.434031
304,0.19,2.3441823
