0,0.098,9.77485,0.1219,9.054599
10,0.115,5.6247115,0.1164,5.2356195
20,0.117,4.8417115,0.1312,4.548085
30,0.102,4.517561,0.107,4.353622
40,0.1,3.881708,0.1043,3.9312522
50,0.093,3.960274,0.0991,3.7377405
60,0.095,3.6889791,0.1068,3.4930813
70,0.116,3.350876,0.105,3.376421
80,0.122,3.2821152,0.0991,3.3144825
90,0.111,3.209988,0.1059,3.2224383
100,0.089,3.2533338,0.0947,3.185284
110,0.107,3.0272162,0.0928,3.1126614
120,0.111,3.0606093,0.0958,3.0407646
130,0.123,2.9106061,0.0936,2.998352
140,0.102,2.9333339,0.1001,2.931868
150,0.106,2.895833,0.1019,2.8899148
160,0.108,2.8924723,0.0994,2.8579834
170,0.126,2.7041347,0.0995,2.85831
180,0.114,2.7547984,0.0931,2.8442755
190,0.113,2.75427,0.1141,2.7517464
200,0.111,2.7080886,0.0932,2.8145595
210,0.132,2.6450663,0.1041,2.7173376
220,0.114,2.6474574,0.1018,2.7204442
230,0.102,2.657508,0.1006,2.7107754
240,0.112,2.5778491,0.1085,2.6546996
250,0.121,2.5532017,0.0902,2.7176769
260,0.118,2.5768976,0.0983,2.6648262
270,0.123,2.5614448,0.1155,2.5624347
280,0.118,2.5214424,0.1101,2.5930312
290,0.116,2.538504,0.1056,2.605657
300,0.114,2.5188642,0.101,2.5988054
310,0.129,2.4802687,0.1182,2.580176
320,0.112,2.5064688,0.1063,2.590154
330,0.139,2.4513204,0.0879,2.6163058
340,0.132,2.447746,0.1024,2.5672338
350,0.133,2.4678652,0.1029,2.5253227
360,0.133,2.427725,0.1067,2.5711184
370,0.12,2.4440038,0.106,2.5324621
380,0.12,2.4749877,0.1322,2.5003102
390,0.137,2.4052837,0.1126,2.5027516
400,0.123,2.3853807,0.0841,2.5919669
410,0.136,2.4133394,0.1503,2.4326081
420,0.136,2.373559,0.0909,2.5310247
430,0.147,2.402418,0.1281,2.4718864
440,0.12,2.4081292,0.1032,2.503633
450,0.135,2.3642406,0.1264,2.4684181
460,0.122,2.4056177,0.1008,2.5075817
470,0.128,2.3746688,0.1181,2.4581594
480,0.135,2.3813965,0.155,2.409322
490,0.131,2.3805878,0.089,2.5104644
500,0.157,2.3416567,0.107,2.4768665
510,0.134,2.3521793,0.1001,2.466813
520,0.164,2.3211665,0.1051,2.4501793
