0.0,1.0075511
0.001,1.0079178
0.002,1.0082846
0.003,1.0086513
0.004,1.0090181
0.005,1.0093846
0.006,1.0097514
0.007,1.0101326
0.008,1.0111327
0.009000000000000001,1.012133
0.01,1.0131332
0.011,1.0141336
0.012,1.0151337
0.013000000000000001,1.0161338
0.014,1.0171341
0.015,1.0181345
0.016,1.0191345
0.017,1.0201349
0.018000000000000002,1.0211351
0.019,1.0221354
0.02,1.0231355
0.021,1.0241358
0.022,1.025136
0.023,1.0261363
0.024,1.0271364
0.025,1.0281368
0.026000000000000002,1.029137
0.027,1.0301372
0.028,1.0311373
0.029,1.0321378
0.03,1.0331379
0.031,1.0341381
0.032,1.0351384
0.033,1.0361387
0.034,1.0371388
0.035,1.0381392
0.036000000000000004,1.0391394
0.037,1.0401396
0.038,1.0411397
0.039,1.0421399
0.04,1.0431403
0.041,1.0441405
0.042,1.0451407
0.043000000000000003,1.0461408
0.044,1.0471412
0.045,1.0481414
0.046,1.0491415
0.047,1.0501418
0.048,1.0511421
0.049,1.0521423
0.05,1.0531427
0.051000000000000004,1.0541427
0.052000000000000005,1.055143
0.053,1.0561432
0.054,1.0571434
0.055,1.0581437
0.056,1.0591439
0.057,1.0601442
0.058,1.0611444
0.059000000000000004,1.0621446
0.06,1.0631449
0.061,1.0641451
0.062,1.0651455
0.063,1.0661455
0.064,1.0671458
0.065,1.0681461
0.066,1.0691462
0.067,1.0701466
0.068,1.0711467
0.069,1.072147
0.07,1.0731473
0.07100000000000001,1.0741475
0.07200000000000001,1.0751476
0.073,1.0761479
0.074,1.0771481
0.075,1.0781485
0.076,1.0791487
0.077,1.0801488
0.078,1.081149
0.079,1.0821494
0.08,1.0831496
0.081,1.0841497
0.082,1.0851499
0.083,1.0861503
0.084,1.0871507
0.085,1.0881507
0.08600000000000001,1.0891508
0.08700000000000001,1.0901512
0.088,1.0911514
0.089,1.0921516
0.09,1.0931519
0.091,1.0941521
0.092,1.0951524
0.093,1.0961527
0.094,1.0971528
0.095,1.0981531
0.096,1.0991532
0.097,1.1001536
0.098,1.1011539
0.099,1.102154
0.1,1.1031542
0.101,1.1041545
0.10200000000000001,1.1051548
0.10300000000000001,1.106155
0.10400000000000001,1.1071552
0.105,1.1081554
0.106,1.1091555
0.107,1.1101558
0.108,1.111156
0.109,1.1121565
0.11,1.1131567
0.111,1.1141568
0.112,1.115157
0.113,1.1161573
0.114,1.1171575
0.115,1.1181579
0.116,1.1191579
0.117,1.1201581
0.11800000000000001,1.1211584
0.11900000000000001,1.1221588
0.12,1.1231588
0.121,1.124159
0.122,1.1251593
0.123,1.1261595
0.124,1.12716
0.125,1.1281601
0.126,1.1291472
0.127,1.1300882
0.128,1.1310296
0.129,1.1319709
0.13,1.1329123
0.131,1.1338533
0.132,1.1347946
0.133,1.1357359
0.134,1.1366774
0.135,1.1376184
0.136,1.1385597
0.137,1.139501
0.138,1.1404423
0.139,1.1413835
0.14,1.1423248
0.14100000000000001,1.1432661
0.14200000000000002,1.1442074
0.14300000000000002,1.1451486
0.14400000000000002,1.1460899
0.145,1.1470312
0.146,1.1479722
0.147,1.1489137
0.148,1.149855
0.149,1.150796
0.15,1.1517375
0.151,1.1526786
0.152,1.1536199
0.153,1.1545612
0.154,1.1555024
0.155,1.1564437
0.156,1.157385
0.157,1.1583264
0.158,1.1592675
0.159,1.1602088
0.16,1.1611501
0.161,1.1620914
0.162,1.1630327
0.163,1.1639739
0.164,1.164915
0.165,1.1658565
0.166,1.1667978
0.167,1.167739
0.168,1.1686803
0.169,1.1696216
0.17,1.1705627
0.171,1.171504
0.17200000000000001,1.1724453
0.17300000000000001,1.1733865
0.17400000000000002,1.1743277
0.17500000000000002,1.1752692
0.176,1.1762103
0.177,1.1771517
0.178,1.1780928
0.179,1.1790341
0.18,1.1799754
0.181,1.1809167
